club_id,club_name,competition_id,competition_name,country_name,season,season_label,matches_played,wins,points_earned,points_per_match,win_percentage,goal_difference,players_with_minutes,players_with_eligible_valuation,valuation_coverage_percentage,estimated_squad_value_eur,estimated_squad_value_millions_eur,expected_points_per_match,performance_residual,league_season_model_r_squared,eligible_club_count,efficiency_rank_within_league_season,efficiency_rank_across_leagues
105,SV Darmstadt 98,L1,bundesliga,Germany,2023,2023-24,34,3,17,0.5,8.82,-56,32,31,96.88,38450000,38.45,0.494,0.006,0.749,18,7,47
472,UD Las Palmas,ES1,laliga,Spain,2023,2023-24,38,10,40,1.05,26.32,-14,29,28,96.55,112400000,112.4,1.045,0.005,0.74,20,12,49
252,Genoa CFC,IT1,serie-a,Italy,2023,2023-24,38,12,49,1.29,31.58,0,34,34,100,190500000,190.5,1.291,-0.001,0.808,20,11,50
800,Atalanta BC,IT1,serie-a,Italy,2023,2023-24,38,21,69,1.82,55.26,30,29,29,100,422100000,422.1,1.822,-0.002,0.808,20,12,51
12,Associazione Sportiva Roma,IT1,serie-a,Italy,2023,2023-24,38,18,63,1.66,47.37,19,30,30,100,334500000,334.5,1.667,-0.007,0.808,20,13,52
3709,Getafe CF,ES1,laliga,Spain,2023,2023-24,38,10,43,1.13,26.32,-12,33,32,96.97,132500000,132.5,1.139,-0.009,0.74,20,13,53
762,Newcastle United,GB1,premier-league,England,2023,2023-24,38,18,60,1.58,47.37,23,32,27,84.38,638400000,638.4,1.593,-0.013,0.866,20,12,54
347,FC Metz,FR1,ligue-1,France,2023,2023-24,34,8,29,0.85,23.53,-23,30,30,100,63750000,63.75,0.869,-0.019,0.693,18,10,55
969,Montpellier HSC,FR1,ligue-1,France,2023,2023-24,34,10,42,1.24,29.41,-5,31,31,100,144900000,144.9,1.264,-0.024,0.693,18,11,56
167,FC Augsburg,L1,bundesliga,Germany,2023,2023-24,34,10,39,1.15,29.41,-10,29,29,100,133100000,133.1,1.182,-0.032,0.749,18,8,57
506,Juventus FC,IT1,serie-a,Italy,2023,2023-24,38,19,71,1.87,50,23,31,30,96.77,476300000,476.3,1.903,-0.033,0.808,20,14,58
148,Tottenham Hotspur,GB1,premier-league,England,2023,2023-24,38,20,66,1.74,52.63,13,29,26,89.66,797000000,797,1.774,-0.034,0.866,20,13,59
5,AC Milan,IT1,serie-a,Italy,2023,2023-24,38,22,75,1.97,57.89,27,35,35,100,564550000,564.55,2.016,-0.046,0.808,20,15,60
23826,RB Leipzig,L1,bundesliga,Germany,2023,2023-24,34,19,65,1.91,55.88,38,26,24,92.31,539000000,539,1.956,-0.046,0.749,18,9,61
543,Wolverhampton Wanderers,GB1,premier-league,England,2023,2023-24,38,13,46,1.21,34.21,-15,27,27,100,422500000,422.5,1.258,-0.048,0.866,20,14,62
1041,Olympique Lyon,FR1,ligue-1,France,2023,2023-24,34,16,53,1.56,47.06,-6,35,35,100,297250000,297.25,1.609,-0.049,0.693,18,12,63
16,Borussia Dortmund,L1,bundesliga,Germany,2023,2023-24,34,18,63,1.85,52.94,25,32,32,100,491400000,491.4,1.905,-0.055,0.749,18,10,64
276,Hellas Verona,IT1,serie-a,Italy,2023,2023-24,38,9,38,1,23.68,-13,36,36,100,134250000,134.25,1.058,-0.058,0.808,20,16,65
60,SC Freiburg,L1,bundesliga,Germany,2023,2023-24,34,11,42,1.24,32.35,-13,25,25,100,166150000,166.15,1.304,-0.064,0.749,18,11,66
3,1.FC Köln,L1,bundesliga,Germany,2023,2023-24,34,5,27,0.79,14.71,-32,26,26,100,78300000,78.3,0.888,-0.098,0.749,18,12,67
1050,Villarreal CF,ES1,laliga,Spain,2023,2023-24,38,14,53,1.39,36.84,0,32,32,100,248400000,248.4,1.498,-0.108,0.74,20,14,68
3524,Clermont Foot 63,FR1,ligue-1,France,2023,2023-24,34,5,25,0.74,14.71,-34,31,30,96.77,61300000,61.3,0.85,-0.11,0.693,18,13,69
940,Celta de Vigo,ES1,laliga,Spain,2023,2023-24,38,10,41,1.08,26.32,-11,31,31,100,145850000,145.85,1.194,-0.114,0.74,20,15,70
1237,Brighton & Hove Albion,GB1,premier-league,England,2023,2023-24,38,12,48,1.26,31.58,-7,30,27,90,493500000,493.5,1.384,-0.124,0.866,20,15,71
244,Olympique Marseille,FR1,ligue-1,France,2023,2023-24,34,13,50,1.47,38.24,11,33,32,96.97,289550000,289.55,1.596,-0.126,0.693,18,14,72
27,Bayern Munich,L1,bundesliga,Germany,2023,2023-24,34,23,72,2.12,67.65,49,30,30,100,910600000,910.6,2.247,-0.127,0.749,18,13,73
985,Manchester United,GB1,premier-league,England,2023,2023-24,38,18,60,1.58,47.37,-1,31,29,93.55,753000000,753,1.727,-0.147,0.866,20,16,75
667,RC Strasbourg Alsace,FR1,ligue-1,France,2023,2023-24,34,10,39,1.15,29.41,-12,30,29,96.67,155250000,155.25,1.297,-0.147,0.693,18,15,74
39,1.FSV Mainz 05,L1,bundesliga,Germany,2023,2023-24,34,7,35,1.03,20.59,-12,30,30,100,142300000,142.3,1.219,-0.189,0.749,18,14,76
1049,Valencia CF,ES1,laliga,Spain,2023,2023-24,38,13,49,1.29,34.21,-5,29,29,100,243600000,243.6,1.487,-0.197,0.74,20,16,77
1148,Brentford FC,GB1,premier-league,England,2023,2023-24,38,10,39,1.03,26.32,-9,28,26,92.86,417500000,417.5,1.248,-0.218,0.866,20,17,78
995,FC Nantes,FR1,ligue-1,France,2023,2023-24,34,9,33,0.97,26.47,-25,35,34,97.14,124900000,124.9,1.192,-0.222,0.693,18,16,79
410,Udinese Calcio,IT1,serie-a,Italy,2023,2023-24,38,6,37,0.97,15.79,-16,32,32,100,164500000,164.5,1.193,-0.223,0.808,20,17,80
1132,Burnley FC,GB1,premier-league,England,2023,2023-24,38,5,24,0.63,13.16,-37,31,31,100,262000000,262,0.869,-0.239,0.866,20,18,81
631,Chelsea FC,GB1,premier-league,England,2023,2023-24,38,18,63,1.66,47.37,14,32,32,100,944500000,944.5,1.912,-0.252,0.866,20,19,82
6574,US Sassuolo,IT1,serie-a,Italy,2023,2023-24,38,7,30,0.79,18.42,-32,30,30,100,133950000,133.95,1.056,-0.266,0.808,20,18,83
18,Borussia Mönchengladbach,L1,bundesliga,Germany,2023,2023-24,34,7,34,1,20.59,-11,27,27,100,161650000,161.65,1.289,-0.289,0.749,18,16,85
24,Eintracht Frankfurt,L1,bundesliga,Germany,2023,2023-24,34,11,47,1.38,32.35,1,34,34,100,320700000,320.7,1.669,-0.289,0.749,18,15,84
681,Real Sociedad,ES1,laliga,Spain,2023,2023-24,38,16,60,1.58,42.11,12,31,31,100,485450000,485.45,1.88,-0.3,0.74,20,17,86
89,1.FC Union Berlin,L1,bundesliga,Germany,2023,2023-24,34,9,33,0.97,26.47,-25,30,30,100,160300000,160.3,1.285,-0.315,0.749,18,17,87
82,VfL Wolfsburg,L1,bundesliga,Germany,2023,2023-24,34,10,37,1.09,29.41,-15,28,27,96.43,205700000,205.7,1.423,-0.333,0.749,18,18,88
368,Sevilla FC,ES1,laliga,Spain,2023,2023-24,38,10,41,1.08,26.32,-6,35,35,100,216300000,216.3,1.419,-0.339,0.74,20,18,89
273,Stade Rennais FC,FR1,ligue-1,France,2023,2023-24,34,12,46,1.35,35.29,7,29,29,100,365400000,365.4,1.708,-0.358,0.693,18,17,90
1158,FC Lorient,FR1,ligue-1,France,2023,2023-24,34,7,29,0.85,20.59,-23,38,36,94.74,129800000,129.8,1.211,-0.361,0.693,18,18,91
380,US Salernitana 1919,IT1,serie-a,Italy,2023,2023-24,38,2,17,0.45,5.26,-49,39,39,100,93725000,93.73,0.818,-0.368,0.808,20,19,92
703,Nottingham Forest,GB1,premier-league,England,2023,2023-24,38,9,36,0.95,23.68,-18,33,33,100,478500000,478.5,1.359,-0.409,0.866,20,20,93
3302,UD Almería,ES1,laliga,Spain,2023,2023-24,38,3,21,0.55,7.89,-32,35,33,94.29,97800000,97.8,0.965,-0.415,0.74,20,19,94
6195,SSC Napoli,IT1,serie-a,Italy,2023,2023-24,38,13,53,1.39,34.21,7,29,29,100,499200000,499.2,1.934,-0.544,0.808,20,20,95
16795,Granada CF,ES1,laliga,Spain,2023,2023-24,38,4,21,0.55,10.53,-41,40,40,100,140450000,140.45,1.172,-0.622,0.74,20,20,96
31,Liverpool FC,GB1,premier-league,England,2024,2024-25,38,25,84,2.21,65.79,45,24,20,83.33,808800000,808.8,1.792,0.418,0.533,15,1,1
703,Nottingham Forest,GB1,premier-league,England,2024,2024-25,38,19,65,1.71,50,12,23,22,95.65,437500000,437.5,1.33,0.38,0.533,15,2,2
60,SC Freiburg,L1,bundesliga,Germany,2024,2024-25,34,16,55,1.62,47.06,-4,26,22,84.62,140300000,140.3,1.251,0.369,0.75,15,1,3
931,Fulham FC,GB1,premier-league,England,2024,2024-25,38,15,54,1.42,39.47,0,26,24,92.31,325350000,325.35,1.108,0.312,0.533,15,3,5
86,SV Werder Bremen,L1,bundesliga,Germany,2024,2024-25,34,14,51,1.5,41.18,-3,23,22,95.65,123500000,123.5,1.188,0.312,0.75,15,2,4
27,Bayern Munich,L1,bundesliga,Germany,2024,2024-25,34,25,82,2.41,73.53,67,29,26,89.66,860500000,860.5,2.143,0.267,0.75,15,3,6
417,OGC Nice,FR1,ligue-1,France,2024,2024-25,34,17,60,1.76,50,25,31,26,83.87,194150000,194.15,1.5,0.26,0.694,7,1,7
29,Everton FC,GB1,premier-league,England,2024,2024-25,38,11,48,1.26,28.95,-2,26,23,88.46,305500000,305.5,1.061,0.199,0.533,15,4,8
39,1.FSV Mainz 05,L1,bundesliga,Germany,2024,2024-25,34,14,52,1.53,41.18,12,25,24,96,167000000,167,1.336,0.194,0.75,15,4,9
331,CA Osasuna,ES1,laliga,Spain,2024,2024-25,38,12,52,1.37,31.58,-4,25,25,100,111300000,111.3,1.199,0.171,0.018,4,1,10
989,AFC Bournemouth,GB1,premier-league,England,2024,2024-25,38,15,56,1.47,39.47,12,29,28,96.55,421250000,421.25,1.302,0.168,0.533,15,5,11
6195,SSC Napoli,IT1,serie-a,Italy,2024,2024-25,38,24,82,2.16,63.16,32,27,26,96.3,482500000,482.5,2.034,0.126,0.961,5,1,12
583,Paris Saint-Germain,FR1,ligue-1,France,2024,2024-25,34,26,84,2.47,76.47,57,28,28,100,1116000000,1116,2.345,0.125,0.694,7,2,13
1082,LOSC Lille,FR1,ligue-1,France,2024,2024-25,34,17,60,1.76,50,16,27,22,81.48,257700000,257.7,1.637,0.123,0.694,7,3,14
762,Newcastle United,GB1,premier-league,England,2024,2024-25,38,20,66,1.74,52.63,21,24,23,95.83,656000000,656,1.635,0.105,0.533,15,6,15
405,Aston Villa,GB1,premier-league,England,2024,2024-25,38,19,66,1.74,50,7,28,27,96.43,666500000,666.5,1.647,0.093,0.533,15,7,16
1390,Cagliari Calcio,IT1,serie-a,Italy,2024,2024-25,38,9,36,0.95,23.68,-16,28,25,89.29,73750000,73.75,0.876,0.074,0.961,5,2,17
15,Bayer 04 Leverkusen,L1,bundesliga,Germany,2024,2024-25,34,19,69,2.03,55.88,29,23,23,100,596000000,596,1.962,0.068,0.75,15,5,18
18,Borussia Mönchengladbach,L1,bundesliga,Germany,2024,2024-25,34,13,45,1.32,38.24,-2,26,26,100,146300000,146.3,1.271,0.049,0.75,15,6,19
237,RCD Mallorca,ES1,laliga,Spain,2024,2024-25,38,13,48,1.26,34.21,-9,28,28,100,84700000,84.7,1.217,0.043,0.018,4,2,20
415,FC Toulouse,FR1,ligue-1,France,2024,2024-25,34,11,42,1.24,32.35,1,27,22,81.48,104050000,104.05,1.199,0.041,0.694,7,4,21
12,Associazione Sportiva Roma,IT1,serie-a,Italy,2024,2024-25,38,20,69,1.82,52.63,21,28,26,92.86,328500000,328.5,1.797,0.023,0.961,5,3,22
1237,Brighton & Hove Albion,GB1,premier-league,England,2024,2024-25,38,16,61,1.61,42.11,7,32,31,96.88,628500000,628.5,1.603,0.007,0.533,15,8,23
167,FC Augsburg,L1,bundesliga,Germany,2024,2024-25,34,11,43,1.26,32.35,-16,29,28,96.55,143500000,143.5,1.262,-0.002,0.75,15,7,24
667,RC Strasbourg Alsace,FR1,ligue-1,France,2024,2024-25,34,16,57,1.68,47.06,12,30,29,96.67,288900000,288.9,1.692,-0.012,0.694,7,5,25
89,1.FC Union Berlin,L1,bundesliga,Germany,2024,2024-25,34,10,40,1.18,29.41,-16,28,26,92.86,128100000,128.1,1.206,-0.026,0.75,15,8,26
631,Chelsea FC,GB1,premier-league,England,2024,2024-25,38,20,69,1.82,52.63,21,29,25,86.21,883800000,883.8,1.859,-0.039,0.533,15,9,27
24,Eintracht Frankfurt,L1,bundesliga,Germany,2024,2024-25,34,17,60,1.76,50,22,26,26,100,427850000,427.85,1.799,-0.039,0.75,15,9,28
873,Crystal Palace,GB1,premier-league,England,2024,2024-25,38,13,53,1.39,34.21,0,29,28,96.55,506075000,506.08,1.44,-0.05,0.533,15,10,29
80,VfL Bochum,L1,bundesliga,Germany,2024,2024-25,34,6,25,0.74,17.65,-34,27,27,100,55400000,55.4,0.793,-0.053,0.75,15,10,30
162,AS Monaco,FR1,ligue-1,France,2024,2024-25,34,18,61,1.79,52.94,22,28,28,100,406000000,406,1.857,-0.067,0.694,7,6,31
2036,1. Fußballclub Heidenheim 1846,L1,bundesliga,Germany,2024,2024-25,34,8,29,0.85,23.53,-27,27,27,100,71725000,71.73,0.92,-0.07,0.75,15,11,32
11,Arsenal FC,GB1,premier-league,England,2024,2024-25,38,20,74,1.95,52.63,35,25,23,92,1099000000,1099,2.022,-0.072,0.533,15,11,33
46,Inter Milan,IT1,serie-a,Italy,2024,2024-25,38,24,81,2.13,63.16,44,26,25,96.15,641500000,641.5,2.21,-0.08,0.961,5,4,34
12321,Girona FC,ES1,laliga,Spain,2024,2024-25,38,11,41,1.08,28.95,-16,30,25,83.33,144200000,144.2,1.182,-0.102,0.018,4,3,35
3709,Getafe CF,ES1,laliga,Spain,2024,2024-25,38,11,42,1.11,28.95,-5,30,28,93.33,79000000,79,1.222,-0.112,0.018,4,4,36
379,West Ham United,GB1,premier-league,England,2024,2024-25,38,11,43,1.13,28.95,-16,27,27,100,400100000,400.1,1.263,-0.133,0.533,15,12,37
281,Manchester City,GB1,premier-league,England,2024,2024-25,38,21,71,1.87,55.26,28,30,28,93.33,1078000000,1078,2.008,-0.138,0.533,15,13,38
410,Udinese Calcio,IT1,serie-a,Italy,2024,2024-25,38,12,44,1.16,31.58,-15,31,28,90.32,147350000,147.35,1.303,-0.143,0.961,5,5,39
16,Borussia Dortmund,L1,bundesliga,Germany,2024,2024-25,34,17,57,1.68,50,20,28,28,100,472600000,472.6,1.848,-0.168,0.75,15,12,40
79,VfB Stuttgart,L1,bundesliga,Germany,2024,2024-25,34,14,50,1.47,41.18,11,29,28,96.55,331600000,331.6,1.674,-0.204,0.75,15,13,41
82,VfL Wolfsburg,L1,bundesliga,Germany,2024,2024-25,34,11,43,1.26,32.35,2,27,26,96.3,249000000,249,1.533,-0.273,0.75,15,14,42
533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2024,2024-25,34,7,32,0.94,20.59,-22,35,35,100,176200000,176.2,1.363,-0.423,0.75,15,15,43
273,Stade Rennais FC,FR1,ligue-1,France,2024,2024-25,34,13,41,1.21,38.24,1,35,34,97.14,281400000,281.4,1.68,-0.47,0.694,7,7,44
985,Manchester United,GB1,premier-league,England,2024,2024-25,38,11,42,1.11,28.95,-10,31,25,80.65,685000000,685,1.667,-0.557,0.533,15,14,45
180,Southampton FC,GB1,premier-league,England,2024,2024-25,38,2,12,0.32,5.26,-60,36,35,97.22,287100000,287.1,1.014,-0.694,0.533,15,15,46
