player_id,player_name,position,sub_position,country_of_citizenship,qualified_seasons,first_qualified_season,last_qualified_season,qualified_season_labels,total_minutes,total_goals,total_assists,total_goal_contributions,average_goals_per_90,average_assists_per_90,average_goal_contributions_per_90,contributions_per_90_standard_deviation,minimum_contributions_per_90,maximum_contributions_per_90,sustained_position_rank,sustained_overall_rank,sustained_performance_profile
298975,Pol Lirola,Defender,Right-Back,Spain,3,2020,2023,"2020-21, 2021-22, 2023-24",5360,5,6,11,0.085,0.097,0.182,0.034,0.153,0.219,84,632,High consistency
118278,Xavier Chavalerin,Midfield,Central Midfield,France,3,2020,2022,"2020-21, 2021-22, 2022-23",7912,9,7,16,0.101,0.08,0.181,0.065,0.106,0.223,231,633,High consistency
646733,Jim Allevinah,Attack,Right Winger,Gabon,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7366,5,9,14,0.062,0.119,0.181,0.083,0.08,0.255,319,634,High consistency
193098,Álex Moreno,Defender,Left-Back,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8869,7,13,20,0.072,0.109,0.181,0.098,0.094,0.336,85,635,High consistency
60410,Marcos Acuña,Defender,Left-Back,Argentina,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7801,6,9,15,0.072,0.107,0.18,0.053,0.116,0.236,86,636,High consistency
607854,Éderson,Midfield,Central Midfield,Brazil,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9133,13,5,18,0.128,0.053,0.18,0.069,0.081,0.234,232,637,High consistency
318523,Romain Perraud,Defender,Left-Back,France,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",8601,7,12,19,0.069,0.111,0.18,0.095,0.055,0.287,87,638,High consistency
297070,Hamari Traoré,Defender,Right-Back,Mali,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",10728,5,17,22,0.04,0.14,0.18,0.158,0.06,0.404,88,639,Moderate sustained performance
569598,Youssouf Fofana,Midfield,Defensive Midfield,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13370,7,19,26,0.045,0.133,0.179,0.077,0.094,0.266,233,640,High consistency
263727,Joan Jordán,Midfield,Central Midfield,Spain,3,2021,2024,"2021-22, 2022-23, 2024-25",5538,5,4,9,0.106,0.073,0.179,0.231,0.036,0.446,234,641,Moderate sustained performance
241076,Emmanuel Gyasi,Midfield,Right Midfield,Ghana,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13834,15,12,27,0.094,0.083,0.178,0.091,0.064,0.315,235,642,High consistency
205006,Rick Karsdorp,Defender,Right-Back,Netherlands,3,2020,2023,"2020-21, 2021-22, 2023-24",6637,1,11,12,0.012,0.166,0.178,0.101,0.062,0.247,89,643,High consistency
587458,Kevin Agudelo,Midfield,Attacking Midfield,Colombia,3,2020,2022,"2020-21, 2021-22, 2022-23",4723,4,4,8,0.095,0.083,0.178,0.126,0.042,0.291,236,644,High consistency
268178,Arkadiusz Reca,Midfield,Left Midfield,Poland,3,2020,2022,"2020-21, 2021-22, 2022-23",6268,3,10,13,0.04,0.138,0.178,0.149,0.083,0.35,237,645,High consistency
618425,Tanguy Coulibaly,Attack,Right Winger,France,3,2020,2024,"2020-21, 2021-22, 2024-25",4051,5,3,8,0.101,0.075,0.177,0.01,0.166,0.185,320,646,High consistency
178313,Jean-Eudes Aholou,Midfield,Defensive Midfield,Cote d'Ivoire,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",6514,8,4,12,0.118,0.06,0.177,0.077,0.091,0.277,238,647,High consistency
331401,Manuel Lazzari,Defender,Right-Back,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9248,5,14,19,0.046,0.13,0.177,0.118,0.048,0.326,90,648,High consistency
300716,Kieran Tierney,Defender,Left-Back,Scotland,3,2020,2023,"2020-21, 2021-22, 2023-24",5466,2,9,11,0.029,0.147,0.176,0.028,0.144,0.196,91,649,High consistency
221322,José Gayà,Defender,Left-Back,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8196,4,12,16,0.045,0.131,0.176,0.119,0.05,0.336,92,650,High consistency
557613,Quentin Merlin,Defender,Left-Back,France,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7320,4,10,14,0.05,0.125,0.175,0.068,0.09,0.234,93,651,High consistency
397225,Alessandro Zanoli,Defender,Right-Back,Italy,3,2022,2024,"2022-23, 2023-24, 2024-25",4236,3,5,8,0.056,0.118,0.174,0.064,0.105,0.232,94,652,High consistency
268670,Gerard Gumbau,Midfield,Defensive Midfield,Spain,3,2021,2023,"2021-22, 2022-23, 2023-24",7317,1,13,14,0.011,0.163,0.174,0.066,0.101,0.23,239,653,High consistency
174196,Kenny Lala,Defender,Right-Back,France,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",8911,8,9,17,0.077,0.096,0.173,0.051,0.127,0.245,95,654,High consistency
89733,Álex Fernández,Midfield,Central Midfield,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6856,10,4,14,0.122,0.051,0.173,0.073,0.07,0.231,240,655,High consistency
370789,Julian Ryerson,Defender,Right-Back,Norway,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8984,9,8,17,0.089,0.083,0.172,0.076,0.073,0.254,96,656,High consistency
265088,Manuel Locatelli,Midfield,Defensive Midfield,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13350,10,15,25,0.069,0.103,0.172,0.085,0.073,0.291,241,657,High consistency
89231,Jóhann Berg Gudmundsson,Attack,Right Winger,Iceland,3,2020,2023,"2020-21, 2021-22, 2023-24",3665,3,4,7,0.069,0.103,0.172,0.116,0.081,0.302,321,658,High consistency
290249,Mauro Arambarri,Midfield,Central Midfield,Uruguay,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",9321,13,6,19,0.107,0.065,0.172,0.117,0.09,0.338,242,659,High consistency
207917,Alberto Moreno,Defender,Left-Back,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",5701,5,5,10,0.086,0.085,0.172,0.168,0,0.368,97,660,Moderate sustained performance
826224,Arnau Martínez,Defender,Right-Back,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",6605,5,8,13,0.056,0.115,0.171,0.052,0.137,0.23,98,661,High consistency
470794,Ivan Ilić,Midfield,Central Midfield,Serbia,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9419,9,10,19,0.09,0.081,0.171,0.073,0.098,0.266,243,662,High consistency
520468,Iago,Defender,Left-Back,Brazil,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6971,4,10,14,0.049,0.122,0.171,0.084,0.111,0.289,99,663,High consistency
281755,Iván Alejo,Attack,Right Winger,Spain,3,2021,2023,"2021-22, 2022-23, 2023-24",4063,2,5,7,0.056,0.115,0.171,0.145,0.069,0.337,322,664,High consistency
193867,Liam Henderson,Midfield,Central Midfield,Scotland,3,2021,2024,"2021-22, 2022-23, 2024-25",5369,2,9,11,0.03,0.14,0.17,0.09,0.09,0.268,244,665,High consistency
100131,William Carvalho,Midfield,Defensive Midfield,Portugal,3,2020,2022,"2020-21, 2021-22, 2022-23",5473,7,3,10,0.119,0.05,0.169,0.072,0.11,0.249,245,666,High consistency
354361,Frank Anguissa,Midfield,Central Midfield,Cameroon,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13223,9,17,26,0.055,0.113,0.169,0.119,0.064,0.346,246,667,High consistency
453016,Anthony Caci,Defender,Right-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12433,6,17,23,0.046,0.121,0.168,0.072,0.064,0.266,100,668,High consistency
468066,Jens Cajuste,Midfield,Defensive Midfield,Sweden,3,2022,2024,"2022-23, 2023-24, 2024-25",4515,4,4,8,0.074,0.094,0.168,0.073,0.091,0.236,247,669,High consistency
127573,Phillipp Mwene,Defender,Left-Back,Austria,3,2020,2024,"2020-21, 2023-24, 2024-25",6296,3,9,12,0.044,0.123,0.167,0.036,0.135,0.206,101,670,High consistency
284854,Carles Aleñá,Midfield,Central Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8437,6,9,15,0.068,0.099,0.167,0.057,0.115,0.254,248,671,High consistency
362977,Josip Juranovic,Defender,Right-Back,Croatia,3,2022,2024,"2022-23, 2023-24, 2024-25",3384,2,4,6,0.064,0.102,0.166,0.149,0,0.289,102,672,High consistency
251876,Pablo Maffeo,Defender,Right-Back,Argentina,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11736,5,16,21,0.04,0.125,0.165,0.057,0.076,0.228,103,673,High consistency
290593,Sada Thioub,Attack,Right Winger,Senegal,3,2020,2022,"2020-21, 2021-22, 2022-23",3262,2,4,6,0.052,0.112,0.165,0.083,0.094,0.256,323,674,High consistency
550108,Nicola Zalewski,Midfield,Left Midfield,Poland,3,2022,2024,"2022-23, 2023-24, 2024-25",4134,3,4,7,0.058,0.107,0.165,0.101,0.093,0.28,249,675,High consistency
285845,Ainsley Maitland-Niles,Defender,Right-Back,England,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",6531,2,10,12,0.027,0.137,0.165,0.128,0.052,0.314,104,676,High consistency
297645,Riccardo Marchizza,Defender,Left-Back,Italy,3,2020,2023,"2020-21, 2021-22, 2023-24",4060,0,7,7,0,0.165,0.165,0.13,0.067,0.313,105,677,High consistency
648779,Wilfried Singo,Defender,Right-Back,Cote d'Ivoire,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10807,8,12,20,0.065,0.1,0.164,0.061,0.082,0.24,106,678,High consistency
95641,Darko Brasanac,Midfield,Central Midfield,Serbia,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",5966,5,5,10,0.095,0.069,0.163,0.036,0.112,0.198,250,679,High consistency
59016,David Alaba,Defender,Centre-Back,Austria,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",8315,5,11,16,0.046,0.116,0.162,0.057,0.078,0.202,107,680,High consistency
245537,Nabil Bentaleb,Midfield,Defensive Midfield,Algeria,3,2021,2023,"2021-22, 2022-23, 2023-24",5983,5,7,12,0.068,0.094,0.162,0.117,0.059,0.289,251,681,High consistency
349599,Pervis Estupiñán,Defender,Left-Back,Ecuador,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9064,4,12,16,0.043,0.118,0.161,0.133,0.057,0.361,108,682,High consistency
331505,Óscar Mingueza,Defender,Right-Back,Spain,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",8926,8,10,18,0.072,0.088,0.16,0.137,0,0.329,109,683,High consistency
636688,Alejandro Balde,Defender,Left-Back,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",6147,1,11,12,0.012,0.147,0.159,0.095,0.065,0.254,110,684,High consistency
395237,Maxence Caqueret,Midfield,Central Midfield,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11569,7,14,21,0.054,0.106,0.159,0.15,0,0.356,252,685,High consistency
315063,Nahitan Nández,Midfield,Right Midfield,Uruguay,3,2020,2023,"2020-21, 2021-22, 2023-24",6614,4,8,12,0.047,0.111,0.158,0.037,0.118,0.191,253,686,High consistency
278296,Antonio Raíllo,Defender,Centre-Back,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9703,9,7,16,0.091,0.068,0.158,0.069,0.056,0.205,111,687,High consistency
385105,Gabriel Suazo,Defender,Left-Back,Chile,3,2022,2024,"2022-23, 2023-24, 2024-25",5781,0,11,11,0,0.158,0.158,0.089,0.072,0.25,112,688,High consistency
485963,Pape Gueye,Midfield,Central Midfield,Senegal,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",7469,8,5,13,0.089,0.069,0.158,0.119,0.059,0.325,254,689,High consistency
203746,Ruben Aguilar,Defender,Right-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8594,3,12,15,0.033,0.125,0.158,0.122,0,0.319,113,690,High consistency
43848,Miguel Veloso,Midfield,Defensive Midfield,Portugal,3,2020,2022,"2020-21, 2021-22, 2022-23",3831,2,5,7,0.046,0.113,0.158,0.141,0,0.273,255,691,High consistency
341264,Fran García,Defender,Left-Back,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9994,4,10,14,0.037,0.121,0.158,0.158,0.03,0.387,114,692,Moderate sustained performance
324377,Youssef Maleh,Midfield,Central Midfield,Morocco,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",6106,2,6,8,0.045,0.113,0.158,0.193,0.034,0.444,256,693,Moderate sustained performance
370683,Andreas Hanche-Olsen,Defender,Centre-Back,Norway,3,2022,2024,"2022-23, 2023-24, 2024-25",3771,3,4,7,0.074,0.083,0.157,0.076,0.091,0.24,115,694,High consistency
346707,Sean Longstaff,Midfield,Central Midfield,England,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",8131,8,8,16,0.074,0.084,0.157,0.084,0.064,0.262,257,695,High consistency
126719,Juan Bernat,Defender,Left-Back,Spain,3,2021,2024,"2021-22, 2022-23, 2024-25",3516,1,6,7,0.018,0.139,0.157,0.141,0,0.274,116,696,High consistency
203853,Oleksandr Zinchenko,Defender,Left-Back,Ukraine,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6379,2,8,10,0.024,0.133,0.157,0.143,0,0.345,117,697,High consistency
126664,Lucas Digne,Defender,Left-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11398,2,19,21,0.019,0.137,0.156,0.065,0.06,0.235,118,698,High consistency
170961,Thomas Delaine,Defender,Left-Back,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7228,5,7,12,0.059,0.098,0.156,0.072,0.088,0.253,119,699,High consistency
166677,Brian Oliván,Defender,Left-Back,Spain,3,2021,2024,"2021-22, 2022-23, 2024-25",5617,2,9,11,0.026,0.13,0.156,0.123,0.082,0.298,120,700,High consistency
282250,Birger Meling,Defender,Left-Back,Norway,3,2020,2022,"2020-21, 2021-22, 2022-23",5354,2,8,10,0.026,0.129,0.155,0.069,0.075,0.197,121,701,High consistency
226524,Morten Thorsby,Midfield,Central Midfield,Norway,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",8646,8,5,13,0.088,0.067,0.155,0.114,0.047,0.315,258,702,High consistency
188077,Ryan Christie,Midfield,Central Midfield,Scotland,3,2022,2024,"2022-23, 2023-24, 2024-25",6892,3,9,12,0.044,0.11,0.154,0.057,0.098,0.211,259,703,High consistency
422466,Javi Hernández,Defender,Left-Back,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",6026,4,5,9,0.064,0.09,0.154,0.076,0.107,0.242,122,704,High consistency
785353,Pablo Ibáñez,Midfield,Central Midfield,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",3490,2,4,6,0.05,0.104,0.154,0.076,0.085,0.236,260,705,High consistency
552549,Matheus Henrique,Midfield,Central Midfield,Brazil,3,2021,2023,"2021-22, 2022-23, 2023-24",5520,6,4,10,0.085,0.067,0.153,0.074,0.084,0.231,261,706,High consistency
711625,José Ángel Carmona,Defender,Right-Back,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",5386,4,2,6,0.103,0.05,0.153,0.161,0,0.321,123,707,Moderate sustained performance
380598,Santi Comesaña,Midfield,Central Midfield,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9387,10,6,16,0.098,0.053,0.151,0.055,0.1,0.211,262,708,High consistency
133179,Marten de Roon,Midfield,Defensive Midfield,Netherlands,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",14191,11,13,24,0.069,0.082,0.151,0.069,0.06,0.235,263,709,High consistency
250153,Pasquale Mazzocchi,Defender,Right-Back,Italy,3,2021,2023,"2021-22, 2022-23, 2023-24",6188,2,8,10,0.031,0.12,0.151,0.109,0.071,0.275,124,710,High consistency
620322,Malo Gusto,Defender,Right-Back,France,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7094,0,12,12,0,0.151,0.151,0.124,0.048,0.308,125,711,High consistency
315853,Alessandro Bastoni,Defender,Centre-Back,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12115,3,17,20,0.023,0.127,0.15,0.062,0.083,0.223,126,712,High consistency
270171,Vitaly Janelt,Midfield,Defensive Midfield,Germany,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9858,9,7,16,0.087,0.062,0.149,0.021,0.117,0.163,264,713,High consistency
344886,Matthieu Udol,Defender,Left-Back,France,3,2020,2023,"2020-21, 2021-22, 2023-24",5429,4,6,10,0.063,0.086,0.149,0.056,0.089,0.2,127,714,High consistency
192009,Unai López,Midfield,Central Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7629,8,5,13,0.092,0.057,0.149,0.09,0,0.218,265,715,High consistency
89592,Marvin Plattenhardt,Defender,Left-Back,,3,2020,2022,"2020-21, 2021-22, 2022-23",5115,0,8,8,0,0.148,0.148,0.032,0.112,0.168,128,716,High consistency
223979,Xaver Schlager,Midfield,Central Midfield,Austria,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7674,3,11,14,0.032,0.116,0.148,0.055,0.086,0.205,266,717,High consistency
401530,Éder Militão,Defender,Centre-Back,Brazil,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",7810,8,5,13,0.093,0.055,0.148,0.058,0.079,0.2,129,718,High consistency
289592,Orel Mangala,Midfield,Defensive Midfield,Belgium,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8824,7,8,15,0.071,0.076,0.147,0.065,0.068,0.242,267,719,High consistency
593482,Azzedine Ounahi,Midfield,Central Midfield,Morocco,3,2021,2023,"2021-22, 2022-23, 2023-24",4086,5,2,7,0.11,0.037,0.147,0.075,0.072,0.222,268,720,High consistency
167799,Pierre-Emile Højbjerg,Midfield,Defensive Midfield,Denmark,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13711,10,15,25,0.058,0.088,0.147,0.098,0,0.259,269,721,High consistency
476352,Renan Lodi,Defender,Left-Back,Brazil,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",5754,3,5,8,0.058,0.089,0.147,0.149,0,0.306,130,722,High consistency
525578,Pathé Ciss,Midfield,Central Midfield,Senegal,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",6151,8,2,10,0.115,0.031,0.146,0.097,0.055,0.248,270,723,High consistency
93604,Lukas Kübler,Defender,Right-Back,Germany,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7680,10,2,12,0.12,0.026,0.146,0.109,0.049,0.292,131,724,High consistency
525704,Nicolò Rovella,Midfield,Defensive Midfield,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8475,1,12,13,0.01,0.135,0.145,0.031,0.099,0.184,271,725,High consistency
226973,Harrison Reed,Midfield,Central Midfield,England,3,2020,2023,"2020-21, 2022-23, 2023-24",6455,3,8,11,0.031,0.114,0.145,0.07,0.08,0.219,272,726,High consistency
61651,Jordan Henderson,Midfield,Defensive Midfield,England,3,2020,2022,"2020-21, 2021-22, 2022-23",6382,3,8,11,0.041,0.104,0.145,0.085,0.087,0.242,273,727,High consistency
569387,Valentin Gendrey,Defender,Right-Back,France,3,2022,2024,"2022-23, 2023-24, 2024-25",7751,3,9,12,0.038,0.106,0.144,0.027,0.116,0.169,132,728,High consistency
92571,Aaron Cresswell,Defender,Left-Back,England,3,2020,2022,"2020-21, 2021-22, 2022-23",8137,2,12,14,0.022,0.122,0.144,0.095,0.04,0.227,133,729,High consistency
336960,Giuseppe Pezzella,Defender,Left-Back,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7795,1,12,13,0.01,0.134,0.144,0.106,0,0.253,134,730,High consistency
469781,Marcos Senesi,Defender,Centre-Back,Argentina,3,2022,2024,"2022-23, 2023-24, 2024-25",5849,6,5,11,0.077,0.067,0.144,0.19,0,0.36,135,731,Moderate sustained performance
480267,Ronald Araujo,Defender,Centre-Back,Uruguay,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7576,7,5,12,0.081,0.063,0.143,0.034,0.1,0.179,136,732,High consistency
129444,David López,Defender,Centre-Back,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",6064,7,2,9,0.112,0.03,0.143,0.072,0.074,0.217,137,733,High consistency
354352,Frédéric Guilbert,Defender,Right-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10044,3,10,13,0.031,0.113,0.143,0.15,0.037,0.403,138,734,High consistency
245056,Saša Lukić,Midfield,Central Midfield,Serbia,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10177,11,7,18,0.094,0.048,0.142,0.082,0.076,0.271,274,735,High consistency
199248,Bryan Cristante,Midfield,Defensive Midfield,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13103,11,9,20,0.08,0.063,0.142,0.107,0.061,0.308,275,736,High consistency
293569,Josh Brownhill,Midfield,Central Midfield,England,3,2020,2023,"2020-21, 2021-22, 2023-24",8018,6,6,12,0.074,0.068,0.141,0.104,0.032,0.24,276,737,High consistency
516716,Bremer,Defender,Centre-Back,Brazil,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",11703,15,3,18,0.116,0.024,0.14,0.046,0.083,0.184,139,738,High consistency
284595,Tommaso Augello,Defender,Left-Back,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13827,5,17,22,0.032,0.108,0.14,0.074,0.074,0.232,140,739,High consistency
126665,Idrissa Gueye,Midfield,Defensive Midfield,Senegal,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10784,9,6,15,0.094,0.047,0.14,0.076,0.035,0.219,277,740,High consistency
475959,Josko Gvardiol,Defender,Centre-Back,Croatia,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",10192,12,4,16,0.102,0.038,0.14,0.078,0.041,0.232,141,741,High consistency
177476,Nathan Aké,Defender,Centre-Back,Netherlands,3,2021,2023,"2021-22, 2022-23, 2023-24",4841,5,2,7,0.111,0.029,0.14,0.08,0.048,0.196,142,742,High consistency
640428,Eduardo Camavinga,Midfield,Central Midfield,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8706,4,8,12,0.05,0.09,0.14,0.081,0.045,0.246,278,743,High consistency
14086,Ashley Young,Defender,Right-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8859,3,9,12,0.031,0.108,0.14,0.125,0,0.316,143,744,High consistency
139208,Virgil van Dijk,Defender,Centre-Back,Netherlands,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",12403,11,8,19,0.08,0.059,0.139,0.046,0.108,0.206,144,745,High consistency
85383,Rubén Sobrino,Attack,Centre-Forward,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7162,8,4,12,0.095,0.044,0.139,0.088,0.054,0.241,324,746,High consistency
127032,Serge Aurier,Defender,Right-Back,Cote d'Ivoire,3,2020,2022,"2020-21, 2021-22, 2022-23",4560,3,4,7,0.053,0.086,0.139,0.124,0.046,0.28,145,747,High consistency
281989,Luis Milla,Midfield,Central Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10818,5,12,17,0.041,0.097,0.138,0.057,0.042,0.194,279,748,High consistency
55099,Nicolas Höfler,Midfield,Defensive Midfield,Germany,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",10487,4,12,16,0.035,0.103,0.138,0.108,0.032,0.277,280,749,High consistency
186590,John Stones,Defender,Centre-Back,England,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",5964,8,2,10,0.112,0.024,0.137,0.062,0.081,0.195,146,750,High consistency
346314,Trevoh Chalobah,Defender,Centre-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8214,9,4,13,0.1,0.038,0.137,0.094,0,0.249,147,751,High consistency
413112,Aurélien Tchouaméni,Midfield,Defensive Midfield,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12802,8,11,19,0.057,0.079,0.136,0.077,0,0.181,281,752,High consistency
230784,Thomas Partey,Midfield,Defensive Midfield,Ghana,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",9053,9,5,14,0.082,0.053,0.135,0.041,0.104,0.193,282,753,High consistency
145707,Danilo,Defender,Centre-Back,Brazil,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",10444,6,10,16,0.05,0.085,0.135,0.043,0.073,0.17,148,754,High consistency
184894,Alfred Duncan,Midfield,Central Midfield,Ghana,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7122,5,8,13,0.054,0.081,0.135,0.129,0,0.332,283,755,High consistency
520530,Fali Candé,Defender,Centre-Back,Guinea-Bissau,3,2021,2024,"2021-22, 2023-24, 2024-25",4351,1,5,6,0.02,0.114,0.134,0.046,0.098,0.185,149,756,High consistency
461019,Samuele Birindelli,Defender,Right-Back,Italy,3,2022,2024,"2022-23, 2023-24, 2024-25",4883,3,4,7,0.061,0.073,0.134,0.047,0.089,0.183,150,757,High consistency
57216,Ismaël Traoré,Defender,Centre-Back,Cote d'Ivoire,3,2020,2023,"2020-21, 2021-22, 2023-24",8430,9,4,13,0.094,0.039,0.134,0.05,0.081,0.18,151,758,High consistency
497291,Nicolás Domínguez,Midfield,Central Midfield,Argentina,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9165,6,8,14,0.06,0.074,0.134,0.077,0.046,0.224,284,759,High consistency
51174,Fernando,Midfield,Defensive Midfield,Brazil,3,2020,2022,"2020-21, 2021-22, 2022-23",5977,4,6,10,0.052,0.082,0.134,0.1,0.057,0.247,285,760,High consistency
501418,Adrià Pedrosa,Defender,Left-Back,Spain,3,2021,2024,"2021-22, 2023-24, 2024-25",6776,3,6,9,0.041,0.093,0.134,0.107,0.066,0.257,152,761,High consistency
334835,Toma Bašić,Midfield,Central Midfield,Croatia,3,2020,2023,"2020-21, 2021-22, 2023-24",4958,4,4,8,0.046,0.088,0.134,0.119,0,0.229,286,762,High consistency
281963,Lucas Hernández,Defender,Left-Back,France,3,2020,2023,"2020-21, 2021-22, 2023-24",5554,1,7,8,0.016,0.117,0.133,0.041,0.088,0.169,153,763,High consistency
251075,Zeki Çelik,Defender,Right-Back,Türkiye,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",8854,5,9,14,0.045,0.088,0.133,0.077,0.06,0.226,154,764,High consistency
666234,Mohamed Simakan,Defender,Centre-Back,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7224,5,6,11,0.062,0.072,0.133,0.087,0.045,0.252,155,765,High consistency
212723,Djibril Sow,Midfield,Central Midfield,Switzerland,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10791,9,7,16,0.072,0.06,0.132,0.037,0.083,0.186,287,766,High consistency
375137,Ismail Jakobs,Defender,Left-Back,Senegal,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",5486,2,6,8,0.028,0.104,0.132,0.05,0.076,0.184,156,767,High consistency
435338,Gabriel,Defender,Centre-Back,Brazil,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13884,17,3,20,0.11,0.023,0.132,0.06,0.079,0.228,157,768,High consistency
